,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Glo_sal_norml,Sales_rate
9569,9721,Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9570,9722,All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9571,9723,The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12,0.0014503263234227702,Low
9572,9724,Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9573,9725,Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9574,9726,Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.05,0.04,0.0,0.03,0.12,0.0014503263234227702,Low
9575,9727,Guardian's Crusade,PS,1998,Role-Playing,Activision,0.07,0.05,0.0,0.01,0.12,0.0014503263234227702,Low
9576,9728,Undead Knights,PSP,2009,Action,Ubisoft Annecy,0.05,0.01,0.06,0.01,0.12,0.0014503263234227702,Low
9577,9729,Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0.0,0.05,0.06,0.01,0.12,0.0014503263234227702,Low
9578,9730,Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9579,9731,MotoGP 3 - Official Game of MotoGP,PS2,2003,Racing,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9580,9732,Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9581,9733,The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0.0,0.0,0.12,0.0014503263234227702,Low
9582,9734,M&M's Kart Racing,DS,2008,Racing,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9583,9735,Bomberman Party Edition,PS,1998,Puzzle,Virgin Interactive,0.07,0.05,0.0,0.01,0.12,0.0014503263234227702,Low
9584,9736,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9585,9737,Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.02,0.12,0.0014503263234227702,Low
9586,9738,Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9587,9739,Summon Night 3,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9588,9740,O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis,0.07,0.05,0.0,0.01,0.12,0.0014503263234227702,Low
9589,9741,Madden NFL 06,DS,2005,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9590,9742,Escape The Museum,Wii,2009,Adventure,Majesco Entertainment,0.11,0.01,0.0,0.01,0.12,0.0014503263234227702,Low
9591,9743,Fuse (Insomniac),PS3,2013,Shooter,Electronic Arts,0.06,0.04,0.0,0.02,0.12,0.0014503263234227702,Low
9592,9745,Lunar: Dragon Song,DS,2005,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9593,9746,Break 'Em All,DS,2005,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9594,9747,WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,0.11,0.01,0.0,0.01,0.12,0.0014503263234227702,Low
9595,9748,MotoGP 14,PS3,2014,Racing,Milestone S.r.l.,0.04,0.06,0.0,0.02,0.12,0.0014503263234227702,Low
9596,9749,Cars 2,PSP,2011,Racing,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.12,0.0014503263234227702,Low
9597,9750,Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9598,9752,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9599,9753,San Goku Shi V,SAT,1996,Strategy,Tecmo Koei,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9600,9754,Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9601,9755,The Lord of the Rings: Aragorn's Quest,DS,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.02,0.0,0.01,0.12,0.0014503263234227702,Low
9602,9756,WRC 5: FIA World Rally Championship,PS3,2015,Sports,Bigben Interactive,0.02,0.09,0.0,0.02,0.12,0.0014503263234227702,Low
9603,9757,Red Faction II,XB,2003,Shooter,THQ,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9604,9758,Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9605,9759,Rock Band Track Pack Volume 2,PS2,2008,Misc,MTV Games,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9606,9760,Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9607,9761,Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.06,0.0,0.02,0.12,0.0014503263234227702,Low
9608,9762,Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9609,9763,Megamind: Ultimate Showdown,X360,2010,Action,THQ,0.07,0.04,0.0,0.01,0.12,0.0014503263234227702,Low
9610,9764,Kaijuu Busters,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9611,9765,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9612,9766,Ferrari Challenge Trofeo Pirelli,PS2,2008,Racing,System 3 Arcade Software,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9613,9767,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,Sega,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9614,9768,Chase: Hollywood Stunt Driver,XB,2002,Racing,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9615,9769,The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9616,9770,Mobile Suit Gundam Side Story: Missing Link,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9617,9772,Curious George,PS2,2006,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9618,9773,Crush3D,3DS,2012,Platform,Sega,0.07,0.04,0.0,0.01,0.12,0.0014503263234227702,Low
9619,9774,Zathura,PS2,2005,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9620,9775,Lovely Lisa,DS,2007,Simulation,DHM Interactive,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9621,9776,Medarot DS: Kabuto / Kuwagata Ver.,DS,2010,Role-Playing,Rocket Company,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9622,9777,Mountain Sports,Wii,2009,Sports,Activision,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9623,9778,Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0.03,0.03,0.05,0.01,0.12,0.0014503263234227702,Low
9624,9779,NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12,0.0014503263234227702,Low
9625,9780,Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.04,0.01,0.01,0.12,0.0014503263234227702,Low
9626,9781,Making History: The Great War,PSP,2010,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9627,9782,Shin Megami Tensei: Devil Survivor 2,3DS,2015,Role-Playing,Atlus,0.0,0.03,0.09,0.0,0.12,0.0014503263234227702,Low
9628,9783,The God of War Trilogy,PS3,2010,Action,Sony Computer Entertainment,0.0,0.07,0.03,0.02,0.12,0.0014503263234227702,Low
9629,9784,Dance Paradise,X360,2010,Misc,Mindscape,0.1,0.01,0.0,0.01,0.12,0.0014503263234227702,Low
9630,9785,Backyard Baseball '10,DS,2009,Sports,Atari,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9631,9786,Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,0.03,0.05,0.02,0.02,0.12,0.0014503263234227702,Low
9632,9787,Cel Damage,XB,2001,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9633,9788,Go! Sudoku,PSP,2005,Puzzle,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9634,9789,Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,0.0014503263234227702,Low
9635,9790,SSX 3,GBA,2003,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9636,9791,My Chinese Coach,DS,2008,Misc,Ubisoft,0.11,0.01,0.0,0.01,0.12,0.0014503263234227702,Low
9637,9792,DiRT 2,DS,2009,Racing,Codemasters,0.06,0.04,0.0,0.01,0.12,0.0014503263234227702,Low
9638,9793,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9639,9794,The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9640,9795,Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12,0.0014503263234227702,Low
9641,9796,Breakdown,XB,2004,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9642,9797,Rush,PSP,2006,Racing,Midway Games,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9643,9798,Ecco the Dolphin,GEN,1992,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9644,9799,The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software,0.01,0.0,0.11,0.0,0.12,0.0014503263234227702,Low
9645,9800,Looney Tunes: Sheep Raider,PS,2001,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12,0.0014503263234227702,Low
9646,9801,Yard Sale Hidden Treasures: Sunnyville,DS,2010,Puzzle,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9647,9802,Harvest Moon 2 GBC,GB,1999,Simulation,Ubisoft,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9648,9803,Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,0.0014503263234227702,Low
9649,9804,Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0.1,0.0,0.01,0.01,0.12,0.0014503263234227702,Low
9650,9805,Cory in the House,DS,2007,Action,Disney Interactive Studios,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9651,9806,X2: Wolverine's Revenge,GC,2003,Platform,Activision,0.09,0.02,0.0,0.0,0.12,0.0014503263234227702,Low
9652,9807,McDROID,Wii,2011,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9653,9808,Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,0.0,0.0,0.11,0.01,0.12,0.0014503263234227702,Low
9654,9809,Showdown: Legends of Wrestling,XB,2004,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9655,9810,Macross Triangle Frontier,PSP,2011,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9656,9811,Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9657,9812,Petz Fantasy: Moonlight Magic,DS,2010,Simulation,Ubisoft,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9658,9813,Gundam Breaker 3,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9659,9814,My Farm Around the World,DS,2008,Simulation,Atari,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9660,9815,Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,0.0014503263234227702,Low
9661,9816,Zubo,DS,2008,Misc,Electronic Arts,0.09,0.03,0.0,0.01,0.12,0.0014503263234227702,Low
9662,9818,NFL QB Club 2001,N64,2000,Sports,Acclaim Entertainment,0.11,0.01,0.0,0.0,0.12,0.0014503263234227702,Low
9663,9819,Earthworm Jim 3D,N64,1999,Platform,Interplay,0.1,0.02,0.0,0.0,0.12,0.0014503263234227702,Low
9664,9820,Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft,0.1,0.02,0.0,0.0,0.12,0.0014503263234227702,Low
9665,9821,Densha De Go! 64,N64,1999,Simulation,Taito,0.0,0.0,0.05,0.07,0.12,0.0014503263234227702,Low
9666,9824,Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12,0.0014503263234227702,Low
9667,9825,Animal Genius,DS,2007,Puzzle,Ubisoft,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9668,9826,Sega Soccer Slam,PS2,2002,Sports,Sega,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9669,9827,Zenses: Rainforest,DS,2008,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,0.0014503263234227702,Low
9670,9828,Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9671,9829,Grand Theft Auto: San Andreas,X360,2008,Action,Take-Two Interactive,0.08,0.03,0.0,0.01,0.12,0.0014503263234227702,Low
9672,9830,Phantasy Star Universe,X360,2006,Role-Playing,Sega,0.09,0.02,0.0,0.01,0.12,0.0014503263234227702,Low
9673,9831,Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9674,9832,NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9675,9833,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005,Racing,THQ,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9676,9834,College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9677,9835,Mytran Wars,PSP,2009,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12,0.0014503263234227702,Low
9678,9836,MX vs. ATV Untamed,DS,2007,Racing,THQ,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9679,9837,Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft,0.08,0.02,0.0,0.02,0.12,0.0014503263234227702,Low
9680,9838,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9681,9839,Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011,Role-Playing,Atlus,0.07,0.0,0.04,0.01,0.12,0.0014503263234227702,Low
9682,9840,Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9683,9841,Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9684,9843,MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0.0,0.01,0.12,0.0014503263234227702,Low
9685,9844,Sonic Adventure 2,DC,2001,Platform,Sega,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9686,9845,Burning Road,PS,1996,Racing,FunSoft,0.07,0.05,0.0,0.01,0.12,0.0014503263234227702,Low
9687,9846,Slayers,SNES,1994,Role-Playing,Banpresto,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9688,9847,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9689,9848,IndyCar Series,PS2,2003,Racing,Codemasters,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9690,9849,Space Chimps,PS2,2008,Platform,Brash Entertainment,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9691,9850,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,Vivendi Games,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9692,9851,Famicom Mini: TwinBee,GBA,2004,Shooter,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9693,9852,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005,Misc,Atari,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9694,9853,Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9695,9854,nail'd,PS3,2010,Racing,Deep Silver,0.08,0.02,0.0,0.02,0.12,0.0014503263234227702,Low
9696,9855,PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9697,9856,Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,0.0014503263234227702,Low
9698,9857,Ultimate Card Games,GBA,2003,Misc,Telegames,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9699,9858,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9700,9859,Rubik's World,DS,2008,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,0.0014503263234227702,Low
9701,9860,Lost Magic,DS,2006,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12,0.0014503263234227702,Low
9702,9861,Wallace & Gromit: Curse of the Were-Rabbit,PS2,2005,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9703,9862,DreamWorks Super Star Kartz,3DS,2011,Racing,Activision,0.08,0.03,0.0,0.01,0.12,0.0014503263234227702,Low
9704,9863,Minute to Win It,DS,2010,Misc,Zoo Games,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9705,9864,The Bible Game,GBA,2005,Misc,Crave Entertainment,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9706,9865,NFL Head Coach,XB,2006,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9707,9866,Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9708,9867,Medarot 4: Kabuto / Kuwagata Version,GB,2001,Role-Playing,Imagineer,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9709,9868,Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9710,9869,Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.03,0.05,0.02,0.02,0.12,0.0014503263234227702,Low
9711,9871,Vacation Isle: Beach Party,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.12,0.0014503263234227702,Low
9712,9872,Fit in Six,Wii,2011,Sports,Ubisoft,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9713,9873,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,2010,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9714,9874,"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005,Platform,Midway Games,0.08,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9715,9875,Onimusha: Blade Warriors,PS2,2003,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9716,9876,Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9717,9877,Disney's Extreme Skate Adventure,GC,2003,Sports,Activision,0.09,0.02,0.0,0.0,0.12,0.0014503263234227702,Low
9718,9878,Akuji the Heartless,PS,1998,Platform,Eidos Interactive,0.07,0.04,0.0,0.01,0.12,0.0014503263234227702,Low
9719,9879,NBA 2K2,GC,2002,Sports,Sega,0.09,0.02,0.0,0.0,0.12,0.0014503263234227702,Low
9720,9880,7 Days to Die,PS4,2016,Action,Telltale Games,0.03,0.07,0.0,0.02,0.12,0.0014503263234227702,Low
9721,9881,Monster Jam: Path of Destruction,X360,2010,Racing,Activision,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9722,9882,Everybody Dance,PS3,2011,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9723,9883,Psychonauts,XB,2005,Platform,THQ,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9724,9884,Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9725,9885,Deus Ex: Human Revolution,WiiU,2013,Shooter,Square Enix,0.06,0.05,0.0,0.01,0.12,0.0014503263234227702,Low
9726,9886,Jeremy McGrath Supercross World,GC,2002,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,0.0014503263234227702,Low
9727,9887,Uta no * Prince-Sama: All Star,PSP,2013,Action,Broccoli,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9728,9888,HardBall 5,PS,1996,Sports,SPS,0.07,0.04,0.0,0.01,0.12,0.0014503263234227702,Low
9729,9889,Airborne Troops: Countdown to D-Day,PS2,2005,Shooter,Playlogic Game Factory,0.06,0.05,0.0,0.02,0.12,0.0014503263234227702,Low
9730,9890,MLB Inside Pitch 2003,XB,2003,Sports,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9731,9891,ArmA III,PC,2013,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.02,0.12,0.0014503263234227702,Low
9732,9892,The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games,0.04,0.07,0.0,0.01,0.12,0.0014503263234227702,Low
9733,9893,Marvel Trading Card Game,DS,2007,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9734,9894,One Piece: Super Grand Battle! X,3DS,2014,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9735,9895,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,0.07,0.03,0.0,0.01,0.12,0.0014503263234227702,Low
9736,9896,Self-Defense Training Camp,X360,2011,Sports,Ubisoft,0.08,0.03,0.0,0.01,0.12,0.0014503263234227702,Low
9737,9897,Battles of Prince of Persia,DS,2005,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,0.0014503263234227702,Low
9738,9898,Deca Sports Extreme,3DS,2011,Sports,Hudson Soft,0.08,0.0,0.03,0.01,0.12,0.0014503263234227702,Low
9739,9899,Cruis'n,Wii,2007,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12,0.0014503263234227702,Low
9740,9900,Hatsune Miku: Project Diva X,PSV,2016,Misc,Sega,0.01,0.0,0.1,0.0,0.12,0.0014503263234227702,Low
9741,9901,Battle Arena Toshinden Remix,SAT,1994,Fighting,Sega,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9742,9902,Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft,0.02,0.06,0.01,0.02,0.12,0.0014503263234227702,Low
9743,9903,Legends of Wrestling II,GC,2002,Fighting,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12,0.0014503263234227702,Low
9744,9904,Tropico 5,PC,2014,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.12,0.0014503263234227702,Low
9745,9905,A.C.E.: Another Century's Episode Portable,PSP,2011,Simulation,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9746,9906,Dragon Quest Builders: Revive Alefgard,PS3,2016,Role-Playing,Square Enix,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9747,9907,Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,0.0014503263234227702,Low
9748,9908,Peggle: Dual Shot,DS,2009,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9749,9909,Jikkyou Powerful Pro Yakyuu 9,GC,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.12,0.0014503263234227702,Low
9750,9910,Sniper Elite,Wii,2010,Shooter,Reef Entertainment,0.08,0.03,0.0,0.01,0.12,0.0014503263234227702,Low
9751,9911,Etrian Odyssey V,3DS,2016,Role-Playing,Atlus,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9752,9912,Jikkyou Powerful Pro Yakyuu 2014,PSV,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,0.0014503263234227702,Low
9753,9913,Barbie as The Island Princess,PS2,2007,Adventure,Activision,0.06,0.04,0.0,0.02,0.12,0.0014503263234227702,Low
9754,9914,Crime Killer,PS,1998,Racing,Interplay,0.07,0.04,0.0,0.01,0.12,0.0014503263234227702,Low
9755,9915,NPPL: Championship Paintball 2009,Wii,2008,Shooter,Activision Value,0.11,0.0,0.0,0.01,0.12,0.0014503263234227702,Low
9756,9916,Backyard Wrestling 2: There Goes the Neighborhood,XB,2004,Fighting,Eidos Interactive,0.09,0.03,0.0,0.0,0.12,0.0014503263234227702,Low
9757,9917,Dementium II,DS,2010,Shooter,SouthPeak Games,0.09,0.02,0.0,0.01,0.12,0.0014503263234227702,Low
9758,9918,Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,0.01,0.09,0.0,0.02,0.12,0.0014503263234227702,Low
